,Date,Open,High,Low,Close,V,OI
0,2017-01-02T09:15:00+0530,18242.3,18248.2,18052.15,18052.15,0,0
1,2017-01-02T09:30:00+0530,18051.25,18052.35,17995.4,18049.8,0,0
2,2017-01-02T09:45:00+0530,18048.25,18048.55,18003.6,18020.6,0,0
3,2017-01-02T10:00:00+0530,18019.65,18040.95,18007.9,18017.6,0,0
4,2017-01-02T10:15:00+0530,18017.1,18035.75,18014.45,18014.7,0,0
5,2017-01-02T10:30:00+0530,18015.55,18017.15,17961.15,17974.35,0,0
6,2017-01-02T10:45:00+0530,17973.25,17976.05,17874.1,17905.85,0,0
7,2017-01-02T11:00:00+0530,17906.0,17910.7,17890.45,17903.9,0,0
8,2017-01-02T11:15:00+0530,17903.6,17905.1,17845.35,17877.1,0,0
9,2017-01-02T11:30:00+0530,17877.3,17895.2,17867.25,17892.6,0,0
10,2017-01-02T11:45:00+0530,17892.9,17923.85,17890.5,17904.65,0,0
11,2017-01-02T12:00:00+0530,17904.5,17915.15,17899.8,17912.1,0,0
12,2017-01-02T12:15:00+0530,17911.6,17916.55,17893.65,17899.8,0,0
13,2017-01-02T12:30:00+0530,17899.5,17938.25,17895.1,17918.3,0,0
14,2017-01-02T12:45:00+0530,17918.1,17927.4,17902.4,17917.85,0,0
15,2017-01-02T13:00:00+0530,17917.4,17951.15,17917.4,17946.9,0,0
16,2017-01-02T13:15:00+0530,17947.15,17949.4,17928.25,17946.75,0,0
17,2017-01-02T13:30:00+0530,17947.05,17960.25,17928.1,17938.85,0,0
18,2017-01-02T13:45:00+0530,17938.4,17968.6,17933.85,17941.95,0,0
19,2017-01-02T14:00:00+0530,17942.4,18027.8,17941.8,18019.3,0,0
20,2017-01-02T14:15:00+0530,18018.85,18052.85,17996.35,18019.75,0,0
21,2017-01-02T14:30:00+0530,18016.85,18047.7,17987.3,17987.85,0,0
22,2017-01-02T14:45:00+0530,17985.95,17989.6,17945.5,17978.2,0,0
23,2017-01-02T15:00:00+0530,17978.25,17989.7,17954.85,17962.7,0,0
24,2017-01-02T15:15:00+0530,17963.25,17983.75,17957.6,17977.8,0,0
25,2017-01-03T09:15:00+0530,18002.75,18017.0,17831.75,17865.45,0,0
26,2017-01-03T09:30:00+0530,17866.15,17912.65,17841.75,17903.2,0,0
27,2017-01-03T09:45:00+0530,17902.05,18018.05,17889.45,18003.9,0,0
28,2017-01-03T10:00:00+0530,18004.3,18069.45,18004.3,18066.6,0,0
29,2017-01-03T10:15:00+0530,18067.0,18098.45,18052.25,18068.85,0,0
30,2017-01-03T10:30:00+0530,18068.25,18106.75,18066.8,18097.4,0,0
31,2017-01-03T10:45:00+0530,18096.65,18102.6,18065.0,18076.0,0,0
32,2017-01-03T11:00:00+0530,18076.2,18115.0,18072.1,18101.05,0,0
33,2017-01-03T11:15:00+0530,18100.2,18106.85,18089.05,18095.45,0,0
34,2017-01-03T11:30:00+0530,18095.65,18102.25,18074.45,18077.1,0,0
35,2017-01-03T11:45:00+0530,18077.1,18085.3,18044.45,18070.5,0,0
36,2017-01-03T12:00:00+0530,18070.35,18088.05,18069.45,18079.15,0,0
37,2017-01-03T12:15:00+0530,18079.1,18103.35,18076.3,18096.2,0,0
38,2017-01-03T12:30:00+0530,18097.4,18102.45,18063.4,18071.15,0,0
39,2017-01-03T12:45:00+0530,18071.05,18076.55,18057.45,18069.7,0,0
40,2017-01-03T13:00:00+0530,18068.4,18085.4,18064.55,18066.35,0,0
41,2017-01-03T13:15:00+0530,18064.65,18067.6,17958.45,18008.1,0,0
42,2017-01-03T13:30:00+0530,18008.7,18008.7,17965.25,17975.85,0,0
43,2017-01-03T13:45:00+0530,17976.85,18040.4,17970.7,18034.0,0,0
44,2017-01-03T14:00:00+0530,18032.6,18046.55,18015.45,18019.3,0,0
45,2017-01-03T14:15:00+0530,18017.8,18058.75,18017.8,18054.35,0,0
46,2017-01-03T14:30:00+0530,18053.95,18093.55,18053.95,18067.6,0,0
47,2017-01-03T14:45:00+0530,18067.1,18090.85,18041.6,18055.0,0,0
48,2017-01-03T15:00:00+0530,18055.1,18058.85,18024.7,18034.1,0,0
49,2017-01-03T15:15:00+0530,18033.7,18047.9,18024.15,18043.0,0,0
50,2017-01-04T09:15:00+0530,18037.45,18092.5,18018.05,18055.1,0,0
51,2017-01-04T09:30:00+0530,18055.95,18065.45,17998.25,18008.7,0,0
52,2017-01-04T09:45:00+0530,18008.4,18053.2,18001.55,18041.95,0,0
53,2017-01-04T10:00:00+0530,18039.55,18047.4,18012.55,18030.35,0,0
54,2017-01-04T10:15:00+0530,18028.65,18036.05,18004.0,18013.3,0,0
55,2017-01-04T10:30:00+0530,18012.1,18014.3,17971.85,17979.6,0,0
56,2017-01-04T10:45:00+0530,17978.15,17990.25,17961.55,17966.25,0,0
57,2017-01-04T11:00:00+0530,17968.8,17985.75,17966.8,17984.0,0,0
58,2017-01-04T11:15:00+0530,17984.0,18021.65,17982.05,18016.6,0,0
59,2017-01-04T11:30:00+0530,18017.1,18019.6,17967.8,17967.8,0,0
60,2017-01-04T11:45:00+0530,17968.05,17980.7,17953.85,17966.15,0,0
61,2017-01-04T12:00:00+0530,17967.05,17967.55,17936.2,17949.7,0,0
62,2017-01-04T12:15:00+0530,17950.1,17979.8,17945.85,17964.5,0,0
63,2017-01-04T12:30:00+0530,17967.8,17972.75,17947.6,17954.6,0,0
64,2017-01-04T12:45:00+0530,17957.15,17970.95,17953.5,17957.4,0,0
65,2017-01-04T13:00:00+0530,17956.0,17985.75,17953.85,17974.05,0,0
66,2017-01-04T13:15:00+0530,17973.25,17999.0,17955.9,17976.6,0,0
67,2017-01-04T13:30:00+0530,17976.5,17987.1,17961.2,17963.25,0,0
68,2017-01-04T13:45:00+0530,17963.0,17975.85,17939.35,17947.8,0,0
69,2017-01-04T14:00:00+0530,17946.4,17971.4,17924.0,17953.8,0,0
70,2017-01-04T14:15:00+0530,17953.1,17958.7,17925.7,17938.55,0,0
71,2017-01-04T14:30:00+0530,17936.15,17948.5,17909.35,17928.95,0,0
72,2017-01-04T14:45:00+0530,17928.6,17928.95,17887.95,17892.9,0,0
73,2017-01-04T15:00:00+0530,17891.8,17906.0,17879.25,17889.95,0,0
74,2017-01-04T15:15:00+0530,17890.45,17915.05,17872.6,17914.95,0,0
75,2017-01-05T09:15:00+0530,18000.75,18033.45,17979.7,18018.85,0,0
76,2017-01-05T09:30:00+0530,18018.15,18063.45,18017.5,18051.45,0,0
77,2017-01-05T09:45:00+0530,18051.15,18056.8,18031.55,18039.8,0,0
78,2017-01-05T10:00:00+0530,18042.35,18047.75,18006.2,18017.95,0,0
79,2017-01-05T10:15:00+0530,18017.85,18024.35,17996.95,18016.8,0,0
80,2017-01-05T10:30:00+0530,18016.6,18027.4,18004.5,18009.85,0,0
81,2017-01-05T10:45:00+0530,18009.7,18037.3,18009.7,18026.35,0,0
82,2017-01-05T11:00:00+0530,18026.75,18030.8,18017.5,18026.2,0,0
83,2017-01-05T11:15:00+0530,18026.5,18048.8,18024.15,18041.75,0,0
84,2017-01-05T11:30:00+0530,18041.65,18060.75,18030.6,18050.9,0,0
85,2017-01-05T11:45:00+0530,18049.0,18080.85,18047.65,18073.6,0,0
86,2017-01-05T12:00:00+0530,18073.7,18094.7,18071.55,18089.25,0,0
87,2017-01-05T12:15:00+0530,18088.0,18105.95,18076.1,18076.1,0,0
88,2017-01-05T12:30:00+0530,18076.45,18085.25,18059.35,18074.85,0,0
89,2017-01-05T12:45:00+0530,18075.5,18105.15,18068.4,18103.9,0,0
90,2017-01-05T13:00:00+0530,18104.0,18121.35,18102.35,18103.4,0,0
91,2017-01-05T13:15:00+0530,18103.4,18113.65,18091.95,18107.7,0,0
92,2017-01-05T13:30:00+0530,18107.7,18115.15,18099.55,18110.75,0,0
93,2017-01-05T13:45:00+0530,18110.6,18133.35,18106.15,18123.35,0,0
94,2017-01-05T14:00:00+0530,18123.75,18141.2,18121.95,18131.75,0,0
95,2017-01-05T14:15:00+0530,18132.05,18133.4,18088.9,18109.55,0,0
96,2017-01-05T14:30:00+0530,18109.75,18135.2,18107.0,18133.75,0,0
97,2017-01-05T14:45:00+0530,18134.1,18154.4,18125.65,18152.75,0,0
98,2017-01-05T15:00:00+0530,18151.95,18163.95,18104.15,18104.15,0,0
99,2017-01-05T15:15:00+0530,18103.25,18114.85,18086.65,18095.75,0,0
100,2017-01-06T09:15:00+0530,18168.45,18243.95,18157.35,18235.6,0,0
101,2017-01-06T09:30:00+0530,18236.95,18252.2,18218.7,18233.5,0,0
102,2017-01-06T09:45:00+0530,18235.35,18286.9,18227.15,18286.4,0,0
103,2017-01-06T10:00:00+0530,18286.0,18323.0,18281.35,18300.55,0,0
104,2017-01-06T10:15:00+0530,18300.25,18307.0,18275.85,18303.95,0,0
105,2017-01-06T10:30:00+0530,18303.55,18305.45,18261.5,18261.55,0,0
106,2017-01-06T10:45:00+0530,18261.45,18292.25,18238.0,18287.9,0,0
107,2017-01-06T11:00:00+0530,18288.3,18288.6,18229.0,18234.65,0,0
108,2017-01-06T11:15:00+0530,18234.85,18291.6,18234.15,18271.35,0,0
109,2017-01-06T11:30:00+0530,18270.15,18283.7,18253.0,18255.6,0,0
110,2017-01-06T11:45:00+0530,18254.65,18280.35,18250.15,18277.5,0,0
111,2017-01-06T12:00:00+0530,18277.5,18295.95,18266.35,18292.15,0,0
112,2017-01-06T12:15:00+0530,18291.85,18301.9,18270.8,18283.25,0,0
113,2017-01-06T12:30:00+0530,18283.5,18287.0,18253.8,18257.15,0,0
114,2017-01-06T12:45:00+0530,18257.15,18293.85,18246.45,18282.6,0,0
115,2017-01-06T13:00:00+0530,18281.6,18290.65,18271.6,18282.35,0,0
116,2017-01-06T13:15:00+0530,18281.25,18293.3,18259.0,18285.65,0,0
117,2017-01-06T13:30:00+0530,18284.8,18314.35,18265.3,18305.0,0,0
118,2017-01-06T13:45:00+0530,18304.55,18319.65,18279.6,18295.0,0,0
119,2017-01-06T14:00:00+0530,18293.3,18315.8,18288.9,18294.1,0,0
120,2017-01-06T14:15:00+0530,18293.05,18315.55,18287.65,18291.45,0,0
121,2017-01-06T14:30:00+0530,18288.85,18293.5,18235.55,18239.35,0,0
122,2017-01-06T14:45:00+0530,18242.2,18285.0,18231.9,18247.85,0,0
123,2017-01-06T15:00:00+0530,18249.1,18278.8,18240.25,18265.9,0,0
124,2017-01-06T15:15:00+0530,18266.75,18279.0,18254.45,18259.25,0,0
125,2017-01-09T09:15:00+0530,18314.25,18357.5,18257.75,18356.45,0,0
126,2017-01-09T09:30:00+0530,18357.0,18360.7,18321.4,18335.8,0,0
127,2017-01-09T09:45:00+0530,18335.15,18372.9,18328.45,18334.05,0,0
128,2017-01-09T10:00:00+0530,18332.05,18348.5,18319.55,18327.5,0,0
129,2017-01-09T10:15:00+0530,18329.8,18329.8,18300.3,18324.4,0,0
130,2017-01-09T10:30:00+0530,18324.7,18326.65,18278.05,18292.55,0,0
131,2017-01-09T10:45:00+0530,18292.7,18301.35,18269.4,18278.75,0,0
132,2017-01-09T11:00:00+0530,18278.65,18306.2,18277.95,18299.05,0,0
133,2017-01-09T11:15:00+0530,18298.7,18330.35,18288.85,18315.4,0,0
134,2017-01-09T11:30:00+0530,18314.05,18326.0,18306.05,18313.85,0,0
135,2017-01-09T11:45:00+0530,18312.25,18313.3,18294.5,18303.7,0,0
136,2017-01-09T12:00:00+0530,18303.8,18316.45,18299.2,18307.35,0,0
137,2017-01-09T12:15:00+0530,18307.05,18312.3,18297.6,18302.45,0,0
138,2017-01-09T12:30:00+0530,18301.7,18307.3,18288.4,18297.25,0,0
139,2017-01-09T12:45:00+0530,18295.9,18330.4,18292.75,18307.4,0,0
140,2017-01-09T13:00:00+0530,18306.9,18308.2,18277.0,18296.25,0,0
141,2017-01-09T13:15:00+0530,18296.3,18307.45,18292.85,18303.1,0,0
142,2017-01-09T13:30:00+0530,18303.45,18329.35,18287.3,18325.1,0,0
143,2017-01-09T13:45:00+0530,18325.7,18329.95,18307.2,18319.75,0,0
144,2017-01-09T14:00:00+0530,18319.7,18348.55,18317.1,18331.25,0,0
145,2017-01-09T14:15:00+0530,18331.15,18336.65,18300.1,18304.5,0,0
146,2017-01-09T14:30:00+0530,18305.35,18333.15,18300.95,18317.1,0,0
147,2017-01-09T14:45:00+0530,18317.0,18317.0,18284.25,18289.05,0,0
148,2017-01-09T15:00:00+0530,18289.45,18305.75,18277.65,18280.35,0,0
149,2017-01-09T15:15:00+0530,18282.55,18296.25,18264.35,18277.6,0,0
150,2017-01-10T09:15:00+0530,18351.45,18412.1,18340.4,18380.45,0,0
151,2017-01-10T09:30:00+0530,18377.35,18383.15,18277.2,18311.65,0,0
152,2017-01-10T09:45:00+0530,18311.2,18347.2,18308.45,18343.65,0,0
153,2017-01-10T10:00:00+0530,18342.2,18346.4,18327.4,18338.2,0,0
154,2017-01-10T10:15:00+0530,18336.45,18343.6,18316.25,18334.25,0,0
155,2017-01-10T10:30:00+0530,18331.75,18340.75,18322.65,18325.25,0,0
156,2017-01-10T10:45:00+0530,18324.5,18343.35,18321.45,18335.35,0,0
157,2017-01-10T11:00:00+0530,18336.0,18344.95,18325.9,18337.8,0,0
158,2017-01-10T11:15:00+0530,18334.65,18345.4,18329.0,18329.0,0,0
159,2017-01-10T11:30:00+0530,18328.6,18352.8,18328.6,18345.65,0,0
160,2017-01-10T11:45:00+0530,18344.2,18350.15,18328.2,18334.5,0,0
161,2017-01-10T12:00:00+0530,18335.0,18351.4,18320.6,18324.45,0,0
162,2017-01-10T12:15:00+0530,18325.4,18350.1,18319.65,18346.65,0,0
163,2017-01-10T12:30:00+0530,18347.8,18363.25,18338.5,18338.5,0,0
164,2017-01-10T12:45:00+0530,18339.45,18346.85,18326.35,18340.55,0,0
165,2017-01-10T13:00:00+0530,18338.0,18355.15,18335.2,18351.4,0,0
166,2017-01-10T13:15:00+0530,18352.55,18382.45,18352.55,18373.65,0,0
167,2017-01-10T13:30:00+0530,18371.1,18381.4,18360.2,18374.15,0,0
168,2017-01-10T13:45:00+0530,18374.15,18395.55,18365.9,18374.2,0,0
169,2017-01-10T14:00:00+0530,18372.8,18390.6,18372.1,18379.0,0,0
170,2017-01-10T14:15:00+0530,18376.8,18384.7,18363.95,18370.4,0,0
171,2017-01-10T14:30:00+0530,18373.55,18382.65,18365.7,18371.95,0,0
172,2017-01-10T14:45:00+0530,18371.85,18375.7,18353.05,18370.4,0,0
173,2017-01-10T15:00:00+0530,18368.65,18399.65,18363.5,18395.65,0,0
174,2017-01-10T15:15:00+0530,18396.75,18439.2,18395.1,18436.85,0,0
175,2017-01-11T09:15:00+0530,18535.35,18555.1,18515.8,18540.4,0,0
